slug,codes,parameter,operator
hip-fractures-age-65-or-older,age-65-or-older,condition_slugs,included
history-of-alcohol,F10%,icd_diagnoses,included
history-of-alcohol,G621,icd_diagnoses,included
history-of-alcohol,I426,icd_diagnoses,included
history-of-alcohol,K2920,icd_diagnoses,included
history-of-alcohol,K2921,icd_diagnoses,included
history-of-alcohol,K70%,icd_diagnoses,included
history-of-alcohol,T510X1A,icd_diagnoses,included
history-of-alcohol,T510X2A,icd_diagnoses,included
history-of-alcohol,T510X3A,icd_diagnoses,included
history-of-alcohol,T510X4A,icd_diagnoses,included
history-of-alcohol,Z7141,icd_diagnoses,included
history-of-alcohol,Z7151,icd_diagnoses,excluded
history-of-alcohol,197321007,snomed_codes,excluded
history-of-alcohol,7339009,snomed_codes,excluded
history-of-alcohol,45912004,snomed_codes,excluded
history-of-alcohol,HZ2ZZZZ,procedure_codes,included
history-of-alcohol,HZ30ZZZ,procedure_codes,included
history-of-alcohol,HZ31ZZZ,procedure_codes,included
history-of-alcohol,HZ32ZZZ,procedure_codes,included
history-of-alcohol,HZ33ZZZ,procedure_codes,included
history-of-alcohol,HZ34ZZZ,procedure_codes,included
history-of-alcohol,HZ35ZZZ,procedure_codes,included
history-of-alcohol,HZ36ZZZ,procedure_codes,included
history-of-alcohol,HZ37ZZZ,procedure_codes,included
history-of-alcohol,HZ38ZZZ,procedure_codes,included
history-of-alcohol,HZ39ZZZ,procedure_codes,included
history-of-alcohol,HZ3BZZZ,procedure_codes,included
history-of-alcohol,HZ40ZZZ,procedure_codes,included
history-of-alcohol,HZ93ZZZ,procedure_codes,included
history-of-alcohol,HZ96ZZZ,procedure_codes,included
history-of-opiates,F111%,icd_diagnoses,included
history-of-opiates,F112%,icd_diagnoses,included
history-of-opiates,T400X1A,icd_diagnoses,included
history-of-opiates,T400X2A,icd_diagnoses,included
history-of-opiates,T400X3A,icd_diagnoses,included
history-of-opiates,T400X4A,icd_diagnoses,included
history-of-opiates,T401X1A,icd_diagnoses,included
history-of-opiates,T401X2A,icd_diagnoses,included
history-of-opiates,T401X3A,icd_diagnoses,included
history-of-opiates,T401X4A,icd_diagnoses,included
history-of-opiates,T403X1A,icd_diagnoses,included
history-of-opiates,T403X2A,icd_diagnoses,included
history-of-opiates,T403X3A,icd_diagnoses,included
history-of-opiates,T403X4A,icd_diagnoses,included
history-of-opiates,T402X1A,icd_diagnoses,included
history-of-opiates,T402X2A,icd_diagnoses,included
history-of-opiates,T402X3A,icd_diagnoses,included
history-of-opiates,T402X4A,icd_diagnoses,included
history-of-opiates,T404X1A,icd_diagnoses,included
history-of-opiates,T404X2A,icd_diagnoses,included
history-of-opiates,T404X3A,icd_diagnoses,included
history-of-opiates,T404X4A,icd_diagnoses,included
history-of-opiates,T40601A,icd_diagnoses,included
history-of-opiates,T40602A,icd_diagnoses,included
history-of-opiates,T40603A,icd_diagnoses,included
history-of-opiates,T40604A,icd_diagnoses,included
history-of-opiates,T40691A,icd_diagnoses,included
history-of-opiates,T40692A,icd_diagnoses,included
history-of-opiates,T40693A,icd_diagnoses,included
history-of-opiates,T40694A,icd_diagnoses,included
history-of-opiates,T403X5A,icd_diagnoses,included
history-of-other-substances,F12%,icd_diagnoses,included
history-of-other-substances,F13%,icd_diagnoses,included
history-of-other-substances,F14%,icd_diagnoses,included
history-of-other-substances,F15%,icd_diagnoses,included
history-of-other-substances,F16%,icd_diagnoses,included
history-of-other-substances,F18%,icd_diagnoses,included
history-of-other-substances,F19%,icd_diagnoses,included
history-of-other-substances,F550,icd_diagnoses,included
history-of-other-substances,F553,icd_diagnoses,included
history-of-other-substances,O355%,icd_diagnoses,included
history-of-other-substances,T40691A,icd_diagnoses,included
history-of-other-substances,T40692A,icd_diagnoses,included
history-of-other-substances,T40693A,icd_diagnoses,included
history-of-other-substances,T40694A,icd_diagnoses,included
history-of-other-substances,O99320,icd_diagnoses,included
history-of-other-substances,O99321,icd_diagnoses,included
history-of-other-substances,O99322,icd_diagnoses,included
history-of-other-substances,O99323,icd_diagnoses,included
history-of-other-substances,O99324,icd_diagnoses,included
history-of-other-substances,O99325,icd_diagnoses,included
history-of-other-substances,P0441,icd_diagnoses,included
history-of-other-substances,P0449,icd_diagnoses,included
history-of-other-substances,P961,icd_diagnoses,included
history-of-other-substances,P962,icd_diagnoses,included
history-of-other-substances,T404X1A,icd_diagnoses,included
history-of-other-substances,T404X2A,icd_diagnoses,included
history-of-other-substances,T404X3A,icd_diagnoses,included
history-of-other-substances,T404X4A,icd_diagnoses,included
history-of-other-substances,T407X1A,icd_diagnoses,included
history-of-other-substances,T408X1A,icd_diagnoses,included
history-of-other-substances,T40601A,icd_diagnoses,included
history-of-other-substances,T40602A,icd_diagnoses,included
history-of-other-substances,T40603A,icd_diagnoses,included
history-of-other-substances,T40604A,icd_diagnoses,included
history-of-other-substances,T40691A,icd_diagnoses,included
history-of-other-substances,T40692A,icd_diagnoses,included
history-of-other-substances,T40693A,icd_diagnoses,included
history-of-other-substances,T40694A,icd_diagnoses,included
history-of-other-substances,T40901A,icd_diagnoses,included
history-of-other-substances,T40991A,icd_diagnoses,included
history-of-other-substances,Z7151,icd_diagnoses,included
history-of-other-substances,191736004,snomed_codes,excluded
history-of-other-substances,27405005,snomed_codes,excluded
history-of-other-substances,F1210,icd_diagnoses,excluded
history-of-other-substances,F1290,icd_diagnoses,excluded
hiv,B20%,icd_diagnoses,included
hiv,B9735,icd_diagnoses,included
hiv,Z21%,icd_diagnoses,included
hiv,B21%,icd_diagnoses,included
hiv,B22%,icd_diagnoses,included
hiv,B23%,icd_diagnoses,included
hiv,B24%,icd_diagnoses,included
hiv-aids-hcc-two-year,1,hccs,included
homelessness-diagnoses,Z590,icd_diagnoses,included
homelessness,homelessness-diagnoses,condition_slugs,included
homelessness,homelessness-assessment,condition_slugs,included
housing,housing-conditions,condition_slugs,included
housing,housing-member-list,condition_slugs,included
housing-conditions,unsafe-or-unstable-housing,condition_slugs,included
housing-conditions,paid-amount-twelve-thousand-acute,condition_slugs,included
housing-conditions,acs-ip-or-unplanned-admits-two-or-acs-ed-visits-two,condition_slugs,included
hydrocephalus-two-year,G91%,icd_diagnoses,included
hypertension,H35031,icd_diagnoses,included
hypertension,H35032,icd_diagnoses,included
hypertension,H35033,icd_diagnoses,included
hypertension,H35039,icd_diagnoses,included
hypertension,I10,icd_diagnoses,included
hypertension,I110,icd_diagnoses,included
hypertension,I119,icd_diagnoses,included
hypertension,I120,icd_diagnoses,included
hypertension,I129,icd_diagnoses,included
hypertension,I130,icd_diagnoses,included
hypertension,I1310,icd_diagnoses,included
hypertension,I1311,icd_diagnoses,included
hypertension,I132,icd_diagnoses,included
hypertension,I150,icd_diagnoses,included
hypertension,I151,icd_diagnoses,included
hypertension,I152,icd_diagnoses,included
hypertension,I158,icd_diagnoses,included
hypertension,I159,icd_diagnoses,included
hypertension,I674,icd_diagnoses,included
hypertension,N262,icd_diagnoses,included
hypertension-current-or-prior,H35031,icd_diagnoses,included
hypertension-current-or-prior,H35032,icd_diagnoses,included
hypertension-current-or-prior,H35033,icd_diagnoses,included
hypertension-current-or-prior,H35039,icd_diagnoses,included
hypertension-current-or-prior,I10,icd_diagnoses,included
hypertension-current-or-prior,I110,icd_diagnoses,included
hypertension-current-or-prior,I119,icd_diagnoses,included
hypertension-current-or-prior,I120,icd_diagnoses,included
hypertension-current-or-prior,I129,icd_diagnoses,included
hypertension-current-or-prior,I130,icd_diagnoses,included
hypertension-current-or-prior,I1310,icd_diagnoses,included
hypertension-current-or-prior,I1311,icd_diagnoses,included
hypertension-current-or-prior,I132,icd_diagnoses,included
hypertension-current-or-prior,I150,icd_diagnoses,included
hypertension-current-or-prior,I151,icd_diagnoses,included
hypertension-current-or-prior,I152,icd_diagnoses,included
hypertension-current-or-prior,I158,icd_diagnoses,included
hypertension-current-or-prior,I159,icd_diagnoses,included
hypertension-current-or-prior,I674,icd_diagnoses,included
hypertension-current-or-prior,N262,icd_diagnoses,included
hypertension-acuity,H35031,icd_diagnoses,included
hypertension-acuity,H35032,icd_diagnoses,included
hypertension-acuity,H35033,icd_diagnoses,included
hypertension-acuity,H35039,icd_diagnoses,included
hypertension-acuity,I10,icd_diagnoses,included
hypertension-acuity,I110,icd_diagnoses,included
hypertension-acuity,I119,icd_diagnoses,included
hypertension-acuity,I120,icd_diagnoses,included
hypertension-acuity,I129,icd_diagnoses,included
hypertension-acuity,I130,icd_diagnoses,included
hypertension-acuity,I1310,icd_diagnoses,included
hypertension-acuity,I1311,icd_diagnoses,included
hypertension-acuity,I132,icd_diagnoses,included
hypertension-acuity,I150,icd_diagnoses,included
hypertension-acuity,I151,icd_diagnoses,included
hypertension-acuity,I152,icd_diagnoses,included
hypertension-acuity,I158,icd_diagnoses,included
hypertension-acuity,I159,icd_diagnoses,included
hypertension-acuity,I674,icd_diagnoses,included
hypertension-acuity,N262,icd_diagnoses,included
hypertension-admission-30-day,I160,icd_diagnoses,included
hypertension-admission-30-day,I161,icd_diagnoses,included
hypertension-admission-4-month,I160,icd_diagnoses,included
hypertension-admission-4-month,I161,icd_diagnoses,included
hypertension-admission-4-month,077,drg_codes,included
hypertension-admission-4-month,078,drg_codes,included
hypertension-admission-4-month,079,drg_codes,included
hypertension-admission-4-month,304,drg_codes,included
hypertension-admission-4-month,305,drg_codes,included
hypoglycemia,E160%,icd_diagnoses,included
hypoglycemia,E161%,icd_diagnoses,included
hypoglycemia,E162%,icd_diagnoses,included
hypoxic-ischemic-encephalopathy-two-year,P916%,icd_diagnoses,included
immune-suppression,immune-suppression-diagnosis,condition_slugs,included
immune-suppression,active-cancer-hcc,condition_slugs,included
immune-suppression,immune-suppression-meds,condition_slugs,included
immune-suppression,end-stage-liver-disease,condition_slugs,included
immune-suppression,chemotherapy,condition_slugs,included
immune-suppression,hepatitis-b,condition_slugs,included
immune-suppression,hiv,condition_slugs,included
immune-suppression-diagnosis,M32%,icd_diagnoses,included
immune-suppression-diagnosis,L40%,icd_diagnoses,included
immune-suppression-diagnosis,M05%,icd_diagnoses,included
immune-suppression-diagnosis,M06%,icd_diagnoses,included
immune-suppression-diagnosis,K50%,icd_diagnoses,included
immune-suppression-diagnosis,G35%,icd_diagnoses,included
immune-suppression-diagnosis,Z94%,icd_diagnoses,included
immune-suppression-diagnosis,D80%,icd_diagnoses,included
immune-suppression-diagnosis,D81%,icd_diagnoses,included
immune-suppression-diagnosis,D82%,icd_diagnoses,included
immune-suppression-diagnosis,D83%,icd_diagnoses,included
immune-suppression-diagnosis,D86%,icd_diagnoses,included
immune-suppression-diagnosis,35,hccs,included
immune-suppression-meds,immune-suppression-meds,cf_medication_list,included
inhalant-dependence-not-in-remission,F1820,icd_diagnoses,included
inhalant-dependence-not-in-remission,F1822,icd_diagnoses,included
inhalant-dependence-not-in-remission,F1823,icd_diagnoses,included
inhalant-dependence-not-in-remission,F1824,icd_diagnoses,included
inhalant-dependence-not-in-remission,F1825,icd_diagnoses,included
inhalant-dependence-not-in-remission,F1826,icd_diagnoses,included
inhalant-dependence-not-in-remission,F1827,icd_diagnoses,included
inhalant-dependence-not-in-remission,F1828,icd_diagnoses,included
inhalant-dependence-not-in-remission,F1829,icd_diagnoses,included
ivd,ivd_current,condition_slugs,included
ivd,ivd_prior,condition_slugs,included
lab-checked-coumadin-level,63016,lab_codes,included
lab-checked-coumadin-level,347146,lab_codes,included
lab-checked-coumadin-level,464180,lab_codes,included
lab-checked-coumadin-level,388751,lab_codes,included
lab-checked-coumadin-level,521294,lab_codes,included
lab-checked-coumadin-level,345298,lab_codes,included
lab-checked-coumadin-level,345280,lab_codes,included
lab-checked-coumadin-level,59022,lab_codes,included
lab-checked-coumadin-level,59014,lab_codes,included
lab-checked-coumadin-level,554014,lab_codes,included
lab-checked-coumadin-level,345280,lab_codes,included
lab-checked-coumadin-level,345298,lab_codes,included
lab-checked-coumadin-level,490458,lab_codes,included
lab-checked-coumadin-level,63024,lab_codes,included
lab-checked-coumadin-level,58941,lab_codes,included
learning-disabilities-two-year,F7%,icd_diagnoses,included
learning-disabilities-two-year,F8%,icd_diagnoses,included
learning-disabilities-two-year,R4183,icd_diagnoses,included
learning-disabilities-two-year,R480,icd_diagnoses,included
lives-in-group-home,14,pos_codes,included
lives-in-group-home,31,pos_codes,included
lives-in-group-home,32,pos_codes,included
lives-in-group-home,33,pos_codes,included
lives-in-group-home,34,pos_codes,included
lives-in-group-home,61,pos_codes,included
lung-volume-reduction-ever,32491,procedure_codes,included
lung-volume-reduction-ever,32672,procedure_codes,included
lung-volume-reduction-ever,G0302,procedure_codes,included
lung-volume-reduction-ever,G0303,procedure_codes,included
lung-volume-reduction-ever,G0304,procedure_codes,included
lung-volume-reduction-ever,G0305,procedure_codes,included
lung-volume-reduction-ever,0BBC0ZZ,procedure_codes,included
lung-volume-reduction-ever,0BBC4ZZ,procedure_codes,included
lung-volume-reduction-ever,0BBD0ZZ,procedure_codes,included
lung-volume-reduction-ever,0BBD4ZZ,procedure_codes,included
lung-volume-reduction-ever,0BBF0ZZ,procedure_codes,included
lung-volume-reduction-ever,0BBF4ZZ,procedure_codes,included
lung-volume-reduction-ever,0BBG0ZZ,procedure_codes,included
lung-volume-reduction-ever,0BBG4ZZ,procedure_codes,included
lung-volume-reduction-ever,0BBH0ZZ,procedure_codes,included
lung-volume-reduction-ever,0BBH4ZZ,procedure_codes,included
lung-volume-reduction-ever,0BBJ0ZZ,procedure_codes,included
lung-volume-reduction-ever,0BBJ4ZZ,procedure_codes,included
lung-volume-reduction-ever,0BBK0ZZ,procedure_codes,included
lung-volume-reduction-ever,0BBK4ZZ,procedure_codes,included
lung-volume-reduction-ever,0BBL0ZZ,procedure_codes,included
lung-volume-reduction-ever,0BBL4ZZ,procedure_codes,included
lung-volume-reduction-ever,0BBM0ZZ,procedure_codes,included
lung-volume-reduction-ever,0BBM4ZZ,procedure_codes,included
major-depressive-hcc-two-year,58,hccs,included
major-depressive-hcc-two-year,59,hccs,included
medfill-depression,depression,condition_slugs,included
medfill-depression,Antidepressant Medications,hedis_medication_list,included
medfill-depression,Phenylpiperazine antidepressants,hedis_medication_list,excluded
medfill-diabetes,has-diabetes,condition_slugs,included
medfill-diabetes,Diabetes Medications,hedis_medication_list,included
medfill-diabetes,Amylin analogs,hedis_medication_list,excluded
medfill-diabetes,Insulin,hedis_medication_list,excluded
medfill-high-mod-statin-cvd,cvd,condition_slugs,included
medfill-high-mod-statin-cvd,High and Moderate-Intensity Statin Medications,hedis_medication_list,included
medfill-hypertension,hypertension,condition_slugs,included
medfill-hypertension,ACE Inhibitor/ARB Medications,hedis_medication_list,included
medfill-hypertension,Beta-Blocker Medication,hedis_medication_list,included
medfill-statin-diabetes,cvd,condition_slugs,excluded
medfill-statin-diabetes,has-diabetes,condition_slugs,included
medfill-statin-diabetes,High and Moderate-Intensity Statin Medications,hedis_medication_list,included
medfill-statin-diabetes,Low-Intensity Statin Medications,hedis_medication_list,included
medication-assisted-treatment-obot,acamprosate%,ingredients,included
medication-assisted-treatment-obot,antabuse%,ingredients,included
medication-assisted-treatment-obot,brixadi%,ingredients,included
medication-assisted-treatment-obot,bunavail%,ingredients,included
medication-assisted-treatment-obot,buprenorphine%,ingredients,included
medication-assisted-treatment-obot,buvidal%,ingredients,included
medication-assisted-treatment-obot,campral%,ingredients,included
medication-assisted-treatment-obot,cizdol%,ingredients,included
medication-assisted-treatment-obot,depade%,ingredients,included
medication-assisted-treatment-obot,disulfiram%,ingredients,included
medication-assisted-treatment-obot,naltrexone%,ingredients,included
medication-assisted-treatment-obot,revia%,ingredients,included
medication-assisted-treatment-obot,sublocade%,ingredients,included
medication-assisted-treatment-obot,suboxone%,ingredients,included
medication-assisted-treatment-obot,subutex%,ingredients,included
medication-assisted-treatment-obot,vivitrol%,ingredients,included
medication-assisted-treatment-obot,zubsolv%,ingredients,included
medication-assisted-treatment-obot-4-months,acamprosate%,ingredients,included
medication-assisted-treatment-obot-4-months,antabuse%,ingredients,included
medication-assisted-treatment-obot-4-months,brixadi%,ingredients,included
medication-assisted-treatment-obot-4-months,bunavail%,ingredients,included
medication-assisted-treatment-obot-4-months,buprenorphine%,ingredients,included
medication-assisted-treatment-obot-4-months,buvidal%,ingredients,included
medication-assisted-treatment-obot-4-months,campral%,ingredients,included
medication-assisted-treatment-obot-4-months,cizdol%,ingredients,included
medication-assisted-treatment-obot-4-months,depade%,ingredients,included
medication-assisted-treatment-obot-4-months,disulfiram%,ingredients,included
medication-assisted-treatment-obot-4-months,naltrexone%,ingredients,included
medication-assisted-treatment-obot-4-months,revia%,ingredients,included
medication-assisted-treatment-obot-4-months,sublocade%,ingredients,included
medication-assisted-treatment-obot-4-months,suboxone%,ingredients,included
medication-assisted-treatment-obot-4-months,subutex%,ingredients,included
medication-assisted-treatment-obot-4-months,vivitrol%,ingredients,included
medication-assisted-treatment-obot-4-months,zubsolv%,ingredients,included
medication-assisted-treatment-otp,G2067,procedure_codes,included
medication-assisted-treatment-otp,G2068,procedure_codes,included
medication-assisted-treatment-otp,G2069,procedure_codes,included
medication-assisted-treatment-otp,G2070,procedure_codes,included
medication-assisted-treatment-otp,G2071,procedure_codes,included
medication-assisted-treatment-otp,G2072,procedure_codes,included
medication-assisted-treatment-otp,G2073,procedure_codes,included
medication-assisted-treatment-otp,G2074,procedure_codes,included
medication-assisted-treatment-otp,G2075,procedure_codes,included
medication-assisted-treatment-otp,G2080,procedure_codes,included
medication-assisted-treatment-otp,H0020,procedure_codes,included
medication-assisted-treatment-otp-4-months,G2067,procedure_codes,included
medication-assisted-treatment-otp-4-months,G2068,procedure_codes,included
medication-assisted-treatment-otp-4-months,G2069,procedure_codes,included
medication-assisted-treatment-otp-4-months,G2070,procedure_codes,included
medication-assisted-treatment-otp-4-months,G2071,procedure_codes,included
medication-assisted-treatment-otp-4-months,G2072,procedure_codes,included
medication-assisted-treatment-otp-4-months,G2073,procedure_codes,included
medication-assisted-treatment-otp-4-months,G2074,procedure_codes,included
medication-assisted-treatment-otp-4-months,G2075,procedure_codes,included
medication-assisted-treatment-otp-4-months,G2080,procedure_codes,included
medication-assisted-treatment-otp-4-months,H0020,procedure_codes,included
metabolic-disorders-two-year,E70%,icd_diagnoses,included
metabolic-disorders-two-year,E71%,icd_diagnoses,included
metabolic-disorders-two-year,E72%,icd_diagnoses,included
metabolic-disorders-two-year,E73%,icd_diagnoses,included
metabolic-disorders-two-year,E74%,icd_diagnoses,included
metabolic-disorders-two-year,E75%,icd_diagnoses,included
metabolic-disorders-two-year,E76%,icd_diagnoses,included
metabolic-disorders-two-year,E77%,icd_diagnoses,included
metabolic-disorders-two-year,E78%,icd_diagnoses,included
metabolic-disorders-two-year,E79%,icd_diagnoses,included
metabolic-disorders-two-year,E80%,icd_diagnoses,included
metabolic-disorders-two-year,E83%,icd_diagnoses,included
metabolic-disorders-two-year,E84%,icd_diagnoses,included
metabolic-disorders-two-year,E85%,icd_diagnoses,included
metabolic-disorders-two-year,E86%,icd_diagnoses,included
metabolic-disorders-two-year,E87%,icd_diagnoses,included
metabolic-disorders-two-year,E88%,icd_diagnoses,included
metabolic-disorders-two-year,Z8639,icd_diagnoses,included
metabolic-hcc,17,hccs,included
metabolic-hcc,18,hccs,included
metabolic-hcc,19,hccs,included
metabolic-hcc,22,hccs,included
mood-disorders,F348,icd_diagnoses,included
mood-disorders,F349,icd_diagnoses,included
mood-disorders,F39,icd_diagnoses,included
mood-stabilizers,carbamazepine%,ingredients,included
mood-stabilizers,biston%,ingredients,included
mood-stabilizers,calepsin%,ingredients,included
mood-stabilizers,carbatrol%,ingredients,included
mood-stabilizers,epitol%,ingredients,included
mood-stabilizers,equetro%,ingredients,included
mood-stabilizers,finlepsin%,ingredients,included
mood-stabilizers,sirtal%,ingredients,included
mood-stabilizers,stazepine%,ingredients,included
mood-stabilizers,tegretol%,ingredients,included
mood-stabilizers,telesmin%,ingredients,included
mood-stabilizers,timonil%,ingredients,included
mood-stabilizers,lamotrigine%,ingredients,included
mood-stabilizers,lamictal%,ingredients,included
mood-stabilizers,lithium%,ingredients,included
mood-stabilizers,camcolit%,ingredients,included
mood-stabilizers,eskalith%,ingredients,included
mood-stabilizers,lithobid%,ingredients,included
mood-stabilizers,sedalit%,ingredients,included
mood-stabilizers,oxcarbazepine%,ingredients,included
mood-stabilizers,trileptal%,ingredients,included
mood-stabilizers,topiramate%,ingredients,included
mood-stabilizers,topamax%,ingredients,included
mood-stabilizers,sodium valproate%,ingredients,included
mood-stabilizers,convulex%,ingredients,included
mood-stabilizers,depakene%,ingredients,included
mood-stabilizers,depakine enteric%,ingredients,included
mood-stabilizers,orfiril%,ingredients,included
mood-stabilizers,stavzor%,ingredients,included
mood-stabilizers,divalproex sodium%,ingredients,included
mood-stabilizers,depakote%,ingredients,included
mood-stabilizers,epival%,ingredients,included
mood-stabilizers,ergenyl chrono%,ingredients,included
mood-stabilizers,valproic acid%,ingredients,included
mood-stabilizers,valproate sodium%,ingredients,included
mood-stabilizers-not-seizure-medication,camcolit%,ingredients,included
mood-stabilizers-not-seizure-medication,depakote%,ingredients,included
mood-stabilizers-not-seizure-medication,divalproex sodium%,ingredients,included
mood-stabilizers-not-seizure-medication,epival%,ingredients,included
mood-stabilizers-not-seizure-medication,ergenyl chrono%,ingredients,included
mood-stabilizers-not-seizure-medication,eskalith%,ingredients,included
mood-stabilizers-not-seizure-medication,lithium carbonate%,ingredients,included
mood-stabilizers-not-seizure-medication,lithobid%,ingredients,included
mood-stabilizers-not-seizure-medication,sedalit%,ingredients,included
mood-stabilizers-not-seizure-medication,topamax%,ingredients,included
mood-stabilizers-not-seizure-medication,topiramate%,ingredients,included
morbid-obesity-hcc,22,hccs,included
morbid-obesity-dx,Z683,hccs,included
morbid-obesity-dx,Z684,hccs,included
morbid-obesity,morbid-obesity-hcc,condition_slugs,included
morbid-obesity,morbid-obesity-dx,condition_slugs,included
morbid-obesity-hcc-two-year,22,hccs,included
multiple-sclerosis-hcc-two-year,77,hccs,included
muscular-dystrophy,G710,icd_diagnoses,included
muscular-dystrophy,G712,icd_diagnoses,included
needs-a-1-c,has-diabetes,condition_slugs,included
needs-a-1-c,a-1-c-lab,test_slugs,included
needs-a-1-c,a-1-c-proc,test_slugs,included
needs-bp,hypertension,condition_slugs,included
needs-bp,elevated-historical-bp,condition_slugs,included
needs-bp,bp-presence,test_slugs,included
needs-bp-4-month,hypertension,condition_slugs,included
needs-bp-4-month,elevated-historical-bp,condition_slugs,included
needs-bp-4-month,bp-presence-4-month,test_slugs,included
neonatal-abstinence-syndrome-two-year,P961,icd_diagnoses,included
neurologic-neuromuscular,als,condition_slugs,included
neurologic-neuromuscular,parkinsons,condition_slugs,included
neurologic-neuromuscular,dysphagia,condition_slugs,included
neurologic-neuromuscular,stroke-ever,condition_slugs,included
neurologic-neuromuscular,cerebrovascular-disease,condition_slugs,included
neurologic-neuromuscular,cerebral-palsy,condition_slugs,included
noninfective-enteritis-colitis-two-year,K50%,icd_diagnoses,included
noninfective-enteritis-colitis-two-year,K51%,icd_diagnoses,included
noninfective-enteritis-colitis-two-year,K52%,icd_diagnoses,included
obesity,E66%,icd_diagnoses,included
obesity,Z683%,icd_diagnoses,included
obesity,Z684%,icd_diagnoses,included
obesity,Z6854,icd_diagnoses,included
on-chronic-opioids,Opioid Medications,hedis_medication_list,included
on-coumadin,on-coumadin,cf_medication_list,included
on-diabetes-medications,Diabetes Medications,hedis_medication_list,included
on-dialysis,90935,procedure_codes,included
on-dialysis,90937,procedure_codes,included
on-dialysis,90999,procedure_codes,included
on-dialysis,90945,procedure_codes,included
on-dialysis,90947,procedure_codes,included
on-dialysis,90966,procedure_codes,included
on-dialysis,90960,procedure_codes,included
on-dialysis,90970,procedure_codes,included
on-inhaler,on-inhaler,cf_medication_list,included
on-insulin,%00027510%,ndc_codes,included
on-insulin,%00027511%,ndc_codes,included
on-insulin,%00027512%,ndc_codes,included
on-insulin,%00027516%,ndc_codes,included
on-insulin,%00027712%,ndc_codes,included
on-insulin,%00027714%,ndc_codes,included
on-insulin,%00027715%,ndc_codes,included
on-insulin,%00028215%,ndc_codes,included
on-insulin,%00028315%,ndc_codes,included
on-insulin,%00028501%,ndc_codes,included
on-insulin,%00028715%,ndc_codes,included
on-insulin,%00028797%,ndc_codes,included
on-insulin,%00028798%,ndc_codes,included
on-insulin,%00028799%,ndc_codes,included
on-insulin,%00028803%,ndc_codes,included
on-insulin,%00028805%,ndc_codes,included
on-insulin,%00028824%,ndc_codes,included
on-insulin,%00245761%,ndc_codes,included
on-insulin,%00245869%,ndc_codes,included
on-insulin,%00245871%,ndc_codes,included
on-insulin,%00245924%,ndc_codes,included
on-insulin,%00245925%,ndc_codes,included
on-insulin,%00882219%,ndc_codes,included
on-insulin,%00882220%,ndc_codes,included
on-insulin,%00882500%,ndc_codes,included
on-insulin,%00882502%,ndc_codes,included
on-insulin,%00885020%,ndc_codes,included
on-insulin,%00885021%,ndc_codes,included
on-insulin,%01691833%,ndc_codes,included
on-insulin,%01691834%,ndc_codes,included
on-insulin,%01691837%,ndc_codes,included
on-insulin,%01692550%,ndc_codes,included
on-insulin,%01692660%,ndc_codes,included
on-insulin,%01692911%,ndc_codes,included
on-insulin,%01693201%,ndc_codes,included
on-insulin,%01693204%,ndc_codes,included
on-insulin,%01693303%,ndc_codes,included
on-insulin,%01693685%,ndc_codes,included
on-insulin,%01693687%,ndc_codes,included
on-insulin,%01693696%,ndc_codes,included
on-insulin,%01696338%,ndc_codes,included
on-insulin,%01696339%,ndc_codes,included
on-insulin,%01696438%,ndc_codes,included
on-insulin,%01697501%,ndc_codes,included
on-insulin,%4791874%,ndc_codes,included
on-insulin,%500900353%,ndc_codes,included
on-insulin,%500900352%,ndc_codes,included
on-insulin,%548682746%,ndc_codes,included
on-insulin,%548683474%,ndc_codes,included
on-insulin,%548683619%,ndc_codes,included
on-insulin,%548684381%,ndc_codes,included
on-insulin,%548684626%,ndc_codes,included
on-insulin,%548685108%,ndc_codes,included
on-insulin,%548685201%,ndc_codes,included
on-insulin,%548685327%,ndc_codes,included
on-insulin,%548685765%,ndc_codes,included
on-insulin,%548685836%,ndc_codes,included
on-insulin,%548685883%,ndc_codes,included
on-insulin,%548685899%,ndc_codes,included
on-insulin,%548686231%,ndc_codes,included
on-insulin,%550453602%,ndc_codes,included
on-insulin,%550453685%,ndc_codes,included
on-insulin,%647252220%,ndc_codes,included
on-insulin,%647251837%,ndc_codes,included
on-insulin,%647251834%,ndc_codes,included
on-insulin,%647251833%,ndc_codes,included
on-insulin,%647250750%,ndc_codes,included
on-insulin,%682588899%,ndc_codes,included
on-insulin,%682588977%,ndc_codes,included
on-psychiatric-medication,Antipsychotic Combination Medications,hedis_medication_list,included
on-psychiatric-medication,Antipsychotic Medications,hedis_medication_list,included
on-psychiatric-medication,Long-Acting Injections 14 Days Supply Medications,hedis_medication_list,included
on-psychiatric-medication,Long-Acting Injections 28 Days Supply Medications,hedis_medication_list,included
on-psychiatric-medication,Oral Antipsychotic Medications,hedis_medication_list,included
on-psychiatric-medication-smi,mood-stabilizers-not-seizure-medication,condition_slugs,included
on-psychiatric-medication-smi,on-psychiatric-medication-high-strength,condition_slugs,included
on-psychiatric-medication-smi,seizure-medication-not-seizure-disorder,condition_slugs,included
on-psychiatric-medication-smi,dementia,condition_slugs,excluded
on-psychiatric-medication-high-strength,quetiapine 50 mg%,generic_product_list,excluded
on-psychiatric-medication-high-strength,quetiapine 25 mg%,generic_product_list,excluded
on-psychiatric-medication-high-strength,Antipsychotic Combination Medications,hedis_medication_list,included
on-psychiatric-medication-high-strength,Antipsychotic Medications,hedis_medication_list,included
on-psychiatric-medication-high-strength,Long-Acting Injections 14 Days Supply Medications,hedis_medication_list,included
